node_id,text
1309,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1310,For ever and a day.
1311,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1312,That it should come to this!.
1313,I like this place and willingly could waste my time in it.
1314,Off with his head!
1315,"And it must follow, as the night the day, thou canst not then be false to any man."
1316,Tempt not a desperate man.
1317,Can one desire too much of a good thing?.
1318,"An honest tale speeds best, being plainly told."
1319,What's in a name? That which we call a rose by any other name would smell as sweet.
1320,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1321,"Though this be madness, yet there is method in 't."
1322,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1323,"There is nothing either good or bad, but thinking makes it so."
1324,I like this place and willingly could waste my time in it.
1325,For you and I are past our dancing days.
1326,Wisely and slow; they stumble that run fast.
1327,"The lady doth protest too much, methinks."
1328,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1329,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1330,"When sorrows come, they come not single spies, but in battalions."
1331,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1332,For ever and a day.
1333,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1334,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1335,I like this place and willingly could waste my time in it.
1336,For ever and a day.
1337,"An honest tale speeds best, being plainly told."
1338,Now is the winter of our discontent.
1339,Can one desire too much of a good thing?.
1340,"An honest tale speeds best, being plainly told."
1341,"To be, or not to be: that is the question."
1342,"To be, or not to be: that is the question."
1343,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1344,For ever and a day.
1345,"To be, or not to be: that is the question."
1346,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1347,"An honest tale speeds best, being plainly told."
1348,"To be, or not to be: that is the question."
1349,The play 's the thing wherein I'll catch the conscience of the king.
1350,Rich gifts wax poor when givers prove unkind.
1351,"So wise so young, they say, do never live long."
1352,That it should come to this!.
1353,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1354,That it should come to this!.
1355,"An honest tale speeds best, being plainly told."
1356,Not stepping o'er the bounds of modesty.
1357,Can one desire too much of a good thing?.
1358,"An honest tale speeds best, being plainly told."
1359,Brevity is the soul of wit.
1360,"O Romeo, Romeo! wherefore art thou Romeo?."
1361,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1362,I like this place and willingly could waste my time in it.
1363,The king's name is a tower of strength.
1364,"A little more than kin, and less than kind."
1365,Off with his head!
1366,Now is the winter of our discontent.
1367,"So wise so young, they say, do never live long."
1368,That it should come to this!.
1369,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1370,"It is the east, and Juliet is the sun."
1371,True is it that we have seen better days.
1372,"I will speak daggers to her, but use none."
1373,Brevity is the soul of wit.
1374,In my mind's eye.
1375,Off with his head!
1376,How bitter a thing it is to look into happiness through another man's eyes!
1377,The play 's the thing wherein I'll catch the conscience of the king.
1378,"There is nothing either good or bad, but thinking makes it so."
1379,Now is the winter of our discontent.
1380,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1381,True is it that we have seen better days.
1382,What's in a name? That which we call a rose by any other name would smell as sweet.
1383,"And it must follow, as the night the day, thou canst not then be false to any man."
1384,"And it must follow, as the night the day, thou canst not then be false to any man."
1385,The play 's the thing wherein I'll catch the conscience of the king.
1386,I like this place and willingly could waste my time in it.
1387,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1388,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1389,"There is nothing either good or bad, but thinking makes it so."
1390,"It is the east, and Juliet is the sun."
1391,For ever and a day.
1392,What's in a name? That which we call a rose by any other name would smell as sweet.
1393,In my mind's eye.
1394,How bitter a thing it is to look into happiness through another man's eyes!
1395,"So wise so young, they say, do never live long."
1396,For you and I are past our dancing days.
1397,True is it that we have seen better days.
1398,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1399,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1400,For ever and a day.
1401,Brevity is the soul of wit.
1402,"O Romeo, Romeo! wherefore art thou Romeo?."
1403,"To be, or not to be: that is the question."
1404,Not stepping o'er the bounds of modesty.
1405,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1406,"So wise so young, they say, do never live long."
1407,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1408,This above all: to thine own self be true.
1409,"So wise so young, they say, do never live long."
1410,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1411,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1412,"An honest tale speeds best, being plainly told."
1413,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1414,Can one desire too much of a good thing?.
1415,Do you think I am easier to be played on than a pipe?
1416,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1417,O! she doth teach the torches to burn bright.
1418,"O Romeo, Romeo! wherefore art thou Romeo?."
1419,In my mind's eye.
1420,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1421,For ever and a day.
1422,Off with his head!
1423,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1424,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1425,Rich gifts wax poor when givers prove unkind.
1426,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1427,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1428,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1429,A horse! a horse! my kingdom for a horse!.
1430,"So wise so young, they say, do never live long."
1431,True is it that we have seen better days.
1432,Tempt not a desperate man.
1433,"Though this be madness, yet there is method in 't."
1434,"A little more than kin, and less than kind."
1435,Can one desire too much of a good thing?.
1436,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1437,"There is nothing either good or bad, but thinking makes it so."
1438,True is it that we have seen better days.
1439,This above all: to thine own self be true.
1440,Off with his head!
1441,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1442,That it should come to this!.
1443,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1444,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1445,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1446,The play 's the thing wherein I'll catch the conscience of the king.
1447,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1448,Brevity is the soul of wit.
1449,"An honest tale speeds best, being plainly told."
1450,"So wise so young, they say, do never live long."
1451,This above all: to thine own self be true.
1452,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1453,True is it that we have seen better days.
1454,"And it must follow, as the night the day, thou canst not then be false to any man."
1455,I like this place and willingly could waste my time in it.
1456,O! she doth teach the torches to burn bright.
1457,What's in a name? That which we call a rose by any other name would smell as sweet.
1458,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1459,Now is the winter of our discontent.
1460,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1461,In my mind's eye.
1462,For you and I are past our dancing days.
1463,How bitter a thing it is to look into happiness through another man's eyes!
1464,The king's name is a tower of strength.
1465,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1466,"An honest tale speeds best, being plainly told."
1467,O! she doth teach the torches to burn bright.
1468,"An honest tale speeds best, being plainly told."
1469,The play 's the thing wherein I'll catch the conscience of the king.
1470,I like this place and willingly could waste my time in it.
1471,That it should come to this!.
1472,Not stepping o'er the bounds of modesty.
1473,"An honest tale speeds best, being plainly told."
1474,"I will speak daggers to her, but use none."
1475,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1476,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1477,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1478,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1479,"And it must follow, as the night the day, thou canst not then be false to any man."
1480,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1481,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1482,"An honest tale speeds best, being plainly told."
1483,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1484,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1485,What's in a name? That which we call a rose by any other name would smell as sweet.
1486,A horse! a horse! my kingdom for a horse!.
1487,The king's name is a tower of strength.
1488,"So wise so young, they say, do never live long."
1489,True is it that we have seen better days.
1490,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1491,"There is nothing either good or bad, but thinking makes it so."
1492,Now is the winter of our discontent.
1493,"O Romeo, Romeo! wherefore art thou Romeo?."
1494,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1495,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1496,For ever and a day.
1497,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1498,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1499,"A little more than kin, and less than kind."
1500,True is it that we have seen better days.
1501,O! she doth teach the torches to burn bright.
1502,"O Romeo, Romeo! wherefore art thou Romeo?."
1503,Now is the winter of our discontent.
1504,How bitter a thing it is to look into happiness through another man's eyes!
1505,Rich gifts wax poor when givers prove unkind.
1506,O! she doth teach the torches to burn bright.
1507,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1508,A horse! a horse! my kingdom for a horse!.
1509,O! she doth teach the torches to burn bright.
1510,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1511,That it should come to this!.
1512,Off with his head!
1513,Tempt not a desperate man.
1514,Do you think I am easier to be played on than a pipe?
1515,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1516,For ever and a day.
1517,I like this place and willingly could waste my time in it.
1518,I like this place and willingly could waste my time in it.
1519,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1520,"A little more than kin, and less than kind."
1521,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1522,I like this place and willingly could waste my time in it.
1523,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1524,Tempt not a desperate man.
1525,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1526,Tempt not a desperate man.
1527,"I will speak daggers to her, but use none."
1528,Not stepping o'er the bounds of modesty.
1529,The king's name is a tower of strength.
1530,Tempt not a desperate man.
1531,A horse! a horse! my kingdom for a horse!.
1532,Wisely and slow; they stumble that run fast.
1533,Wisely and slow; they stumble that run fast.
1534,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1535,"An honest tale speeds best, being plainly told."
1536,Not stepping o'er the bounds of modesty.
1537,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1538,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1539,"The lady doth protest too much, methinks."
1540,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1541,How bitter a thing it is to look into happiness through another man's eyes!
1542,A horse! a horse! my kingdom for a horse!.
1543,"An honest tale speeds best, being plainly told."
1544,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1545,I like this place and willingly could waste my time in it.
1546,I like this place and willingly could waste my time in it.
1547,"Though this be madness, yet there is method in 't."
1548,"Though this be madness, yet there is method in 't."
1549,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1550,Not stepping o'er the bounds of modesty.
1551,The king's name is a tower of strength.
1552,"An honest tale speeds best, being plainly told."
1553,"There is nothing either good or bad, but thinking makes it so."
1554,Tempt not a desperate man.
1555,Off with his head!
1556,"It is the east, and Juliet is the sun."
1557,Now is the winter of our discontent.
1558,I like this place and willingly could waste my time in it.
1559,Rich gifts wax poor when givers prove unkind.
1560,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1561,I like this place and willingly could waste my time in it.
1562,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1563,For you and I are past our dancing days.
1564,How bitter a thing it is to look into happiness through another man's eyes!
1565,Tempt not a desperate man.
1566,A horse! a horse! my kingdom for a horse!.
1567,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1568,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1569,"So wise so young, they say, do never live long."
1570,In my mind's eye.
1571,"I will speak daggers to her, but use none."
1572,"An honest tale speeds best, being plainly told."
1573,Tempt not a desperate man.
1574,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1575,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1576,"A little more than kin, and less than kind."
1577,"Though this be madness, yet there is method in 't."
1578,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1579,For you and I are past our dancing days.
1580,Now is the winter of our discontent.
1581,"So wise so young, they say, do never live long."
1582,Can one desire too much of a good thing?.
1583,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1584,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1585,I like this place and willingly could waste my time in it.
1586,"When sorrows come, they come not single spies, but in battalions."
1587,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1588,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1589,The play 's the thing wherein I'll catch the conscience of the king.
1590,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1591,What's in a name? That which we call a rose by any other name would smell as sweet.
1592,"It is the east, and Juliet is the sun."
1593,"So wise so young, they say, do never live long."
1594,"There is nothing either good or bad, but thinking makes it so."
1595,"To be, or not to be: that is the question."
1596,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1597,"The lady doth protest too much, methinks."
1598,Off with his head!
1599,A horse! a horse! my kingdom for a horse!.
1600,That it should come to this!.
1601,"An honest tale speeds best, being plainly told."
1602,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1603,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1604,O! she doth teach the torches to burn bright.
1605,"It is the east, and Juliet is the sun."
1606,The play 's the thing wherein I'll catch the conscience of the king.
1607,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1608,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1609,Tempt not a desperate man.
1610,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1611,The king's name is a tower of strength.
1612,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1613,O! she doth teach the torches to burn bright.
1614,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1615,For you and I are past our dancing days.
1616,"So wise so young, they say, do never live long."
1617,For ever and a day.
1618,For ever and a day.
1619,How bitter a thing it is to look into happiness through another man's eyes!
1620,For ever and a day.
1621,In my mind's eye.
1622,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1623,"It is the east, and Juliet is the sun."
1624,Tempt not a desperate man.
1625,For you and I are past our dancing days.
1626,"And it must follow, as the night the day, thou canst not then be false to any man."
1627,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1628,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1629,Tempt not a desperate man.
1630,For you and I are past our dancing days.
1631,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1632,Can one desire too much of a good thing?.
1633,Off with his head!
1634,Wisely and slow; they stumble that run fast.
1635,How bitter a thing it is to look into happiness through another man's eyes!
1636,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1637,Off with his head!
1638,"O Romeo, Romeo! wherefore art thou Romeo?."
1639,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1640,For you and I are past our dancing days.
1641,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1642,Tempt not a desperate man.
1643,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1644,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1645,How bitter a thing it is to look into happiness through another man's eyes!
1646,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1647,Brevity is the soul of wit.
1648,Can one desire too much of a good thing?.
1649,True is it that we have seen better days.
1650,"The fool doth think he is wise, but the wise man knows himself to be a fool."
